gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
C2cd4b;5,820988764;-0,263418576;0,806628389;0,885317499;0,052900951;not-signficant;other
Il11ra1;2,343774914;0,592944673;0,806691837;0,885317499;0,052900951;not-signficant;other
Kntc1;102,4104036;0,100866238;0,806511766;0,885317499;0,052900951;not-signficant;other
Lrrc66;1,969968824;0,498242174;0,806792161;0,885317499;0,052900951;not-signficant;other
Mycbp2;669,9084486;0,074296799;0,806774586;0,885317499;0,052900951;not-signficant;other
Pgpep1;41,30238492;-0,148041019;0,806799779;0,885317499;0,052900951;not-signficant;other
Ffar2;3,038186933;-0,395731376;0,806873819;0,885332468;0,052893608;not-signficant;other
Arhgef12;556,8572918;0,087040662;0,807027461;0,885403184;0,052858921;not-signficant;other
Ost4;196,1893354;0,121830824;0,807059076;0,885403184;0,052858921;not-signficant;other
Fam43a;9,35367848;0,280618472;0,807204268;0,885469549;0,052826369;not-signficant;other
Rcbtb2;29,43885945;-0,161803535;0,807240387;0,885469549;0,052826369;not-signficant;other
4933407G14Rik;6,470774314;-0,260510808;0,808039251;0,88602515;0,05255395;not-signficant;other
Dppa1;12,61258428;0,191727893;0,807839772;0,88602515;0,05255395;not-signficant;other
Dynll1;1632,005098;-0,066626041;0,808077229;0,88602515;0,05255395;not-signficant;other
Hus1;136,9023071;0,082601318;0,808170027;0,88602515;0,05255395;not-signficant;maternal
Mgat2;597,0696593;0,077560777;0,808151526;0,88602515;0,05255395;not-signficant;major
Ptprk;6,642122762;0,256557158;0,80806985;0,88602515;0,05255395;not-signficant;other
Tmcc3;358,5378433;0,082065835;0,807880989;0,88602515;0,05255395;not-signficant;maternal
Txnl1;247,6624205;-0,085971209;0,808510909;0,886332578;0,052403287;not-signficant;other
Msr1;2,11688546;0,461885279;0,808716927;0,88633624;0,052401493;not-signficant;other
Omd;2,58625149;-0,409635293;0,808668938;0,88633624;0,052401493;not-signficant;other
Orc2;618,9269933;0,076220943;0,808650195;0,88633624;0,052401493;not-signficant;other
Rabl3;31,54165297;-0,125926759;0,808756121;0,88633624;0,052401493;not-signficant;other
Mtbp;30,99026543;0,126902951;0,808917372;0,886355472;0,05239207;not-signficant;maternal
Pacsin2;842,9432929;-0,080689519;0,808929178;0,886355472;0,05239207;not-signficant;other
Pex11a;138,8858087;-0,085338549;0,808955076;0,886355472;0,05239207;not-signficant;other
Crybg3;64,35958653;-0,106688874;0,809027475;0,886368543;0,052385666;not-signficant;other
Rsph3b;5,486603741;0,286207929;0,809319032;0,886439369;0,052350964;not-signficant;maternal
Runx3;3,956581504;0,421530581;0,809284928;0,886439369;0,052350964;not-signficant;other
Ssh3;37,21499458;0,161195157;0,80933402;0,886439369;0,052350964;not-signficant;other
Vps33b;56,23198319;0,112034918;0,809167706;0,886439369;0,052350964;not-signficant;other
Slc25a14;59,78291506;-0,102949806;0,809594454;0,886658361;0,052243686;not-signficant;other
Grcc10;40,45147632;-0,141779437;0,809902561;0,886863271;0,052143331;not-signficant;other
Mecom;17,22603598;0,219387358;0,8099011;0,886863271;0,052143331;not-signficant;other
Akirin1;122,3780457;0,084963174;0,810044663;0,886952616;0,052099581;not-signficant;major
Hif1an;185,6875867;0,095877737;0,810450713;0,887330934;0,051914378;not-signficant;other
Vrk3;52,32921915;0,104260165;0,810578859;0,887404953;0,051878152;not-signficant;other
Dgkd;157,9403575;-0,109646405;0,810733766;0,887508256;0,051827598;not-signficant;other
4930528D03Rik;2,314992462;0,425416774;0,810925295;0,88765163;0,051757445;not-signficant;other
Polr2a;252,8635166;0,089043176;0,811261006;0,887952795;0,051610121;not-signficant;other
Thg1l;34,36187741;-0,13402746;0,811323805;0,887955226;0,051608933;not-signficant;other
Tmem150cos;2,847835453;-0,389088083;0,811566523;0,888154553;0,051511453;not-signficant;other
Nfe2l3;7,737718479;-0,2653273;0,811646048;0,888175272;0,051501322;not-signficant;other
Guk1;46,50332549;-0,135111561;0,811872876;0,888357167;0,05141239;not-signficant;other
Arrb2;11,21319111;-0,212327849;0,811993204;0,888422511;0,051380446;not-signficant;other
Fam102a;92,89037346;0,093930174;0,812095576;0,888450995;0,051366522;not-signficant;other
Rdh14;6,699214072;0,290793643;0,812140461;0,888450995;0,051366522;not-signficant;maternal
Trim31;4,14633785;0,365082989;0,812204117;0,888454325;0,051364894;not-signficant;other
Pi4ka;88,72816807;-0,104159953;0,812381323;0,888581854;0,05130256;not-signficant;other
Desi1;154,1917577;-0,090121672;0,812564981;0,888716422;0,051236795;not-signficant;other
Gm13986;2,622723514;-0,390085804;0,812690874;0,888721488;0,051234319;not-signficant;other
Tmem59l;2,291948361;-0,406680538;0,812668505;0,888721488;0,051234319;not-signficant;other
Srrm4;2,467824425;0,431986602;0,812836484;0,888814411;0,051188912;not-signficant;other
Zfyve19;32,25680875;0,129516719;0,813038768;0,888969287;0,051113243;not-signficant;other
Pdcd6;150,631404;-0,132697779;0,813538382;0,889449213;0,050878845;not-signficant;maternal
Fanci;29,05312335;0,130824214;0,813826762;0,889698142;0,050757317;not-signficant;maternal
Actr10;59,95710077;0,117393827;0,813965147;0,889773374;0,050720595;not-signficant;maternal
Ap2s1;56,78367045;0,1159187;0,814077685;0,889773374;0,050720595;not-signficant;maternal
Atp5l;94,35543737;-0,102733982;0,814023712;0,889773374;0,050720595;not-signficant;maternal
Myom1;3,138447313;0,391174743;0,814389264;0,890047556;0,050586788;not-signficant;other
Pum2;1154,813673;0,078454401;0,814627462;0,890241507;0,050492161;not-signficant;other
Trappc10;249,9384501;0,11433952;0,814789212;0,890351891;0,050438315;not-signficant;other
Cfap43;4,013289834;-0,32675066;0,81515069;0,89050015;0,050366003;not-signficant;other
Coasy;13,96640135;-0,222525776;0,815070231;0,89050015;0,050366003;not-signficant;maternal
Mrap;27,8714645;0,15429331;0,815167896;0,89050015;0,050366003;not-signficant;maternal
Rpusd1;118,8603573;-0,108838249;0,815129395;0,89050015;0,050366003;not-signficant;other
Cldn10;7,173891277;-0,293665264;0,815510444;0,890807965;0,050215908;not-signficant;other
Cebpa;5,916854438;0,242870272;0,815627229;0,890817534;0,050211243;not-signficant;other
Zfyve28;11,73461514;-0,187051359;0,815640751;0,890817534;0,050211243;not-signficant;other
Vcpkmt;16,705609;0,186533144;0,815865408;0,89099651;0,050123997;not-signficant;other
Atf4;591,5373768;-0,098719727;0,816011277;0,891089422;0,050078712;not-signficant;other
Fam117a;84,59908736;-0,096543368;0,816492647;0,891438912;0,049908412;not-signficant;other
Fam19a3;2,200244334;0,45224269;0,81651377;0,891438912;0,049908412;not-signficant;other
Tmpo;340,0080266;-0,082939321;0,816400765;0,891438912;0,049908412;not-signficant;major
Abca9;4,38891387;0,350566831;0,816721476;0,891532871;0,049862639;not-signficant;other
Zbtb14;24,04186813;0,143518561;0,816678916;0,891532871;0,049862639;not-signficant;other
Kin;174,0903177;-0,083497849;0,817018883;0,891791107;0,049736863;not-signficant;other
Cct5;505,7340435;0,105620967;0,817269183;0,891997891;0,049636172;not-signficant;maternal
Gatm;2,997700847;0,365449166;0,817422575;0,892098884;0,049587004;not-signficant;other
Papd4;396,2534759;0,081278785;0,817490764;0,892106881;0,049583111;not-signficant;other
Ccp110;324,0254338;-0,08770232;0,817618577;0,892179937;0,049547547;not-signficant;other
Fbxo32;10,3815928;-0,193737921;0,817797475;0,892308723;0,049484861;not-signficant;other
Mal;13,00830158;0,193560908;0,818017184;0,892482016;0,049400526;not-signficant;other
Exosc1;366,0726545;-0,122400424;0,818232921;0,892650949;0,049318329;not-signficant;other
Nrip3;38,1693867;0,110151225;0,81847237;0,892845724;0,049223577;not-signficant;other
Emc10;19,16757604;-0,158334987;0,818556726;0,892871297;0,049211138;not-signficant;maternal
Ppm1e;37,29793145;0,126348305;0,818744433;0,893009592;0,049143876;not-signficant;other
Mief1;426,7303504;-0,074558953;0,818821704;0,893027421;0,049135206;not-signficant;other
Ccdc170;7,912557512;-0,227913566;0,818913864;0,893061485;0,04911864;not-signficant;other
Syt14;16,99613631;0,171649362;0,81924826;0,893359694;0,048973646;not-signficant;other
Tmem245;41,32262407;0,121458623;0,819373522;0,893429821;0,048939556;not-signficant;other
Rnf122;468,3426098;0,096646788;0,819525189;0,893528728;0,04889148;not-signficant;other
Prx;2,375593054;0,390356025;0,819689166;0,893538505;0,048886728;not-signficant;other
Rexo1;81,21959471;0,117918443;0,819672075;0,893538505;0,048886728;not-signficant;maternal
Rsrc2;838,4106787;-0,116258002;0,819717033;0,893538505;0,048886728;not-signficant;other
Pus7l;45,32224539;0,107953054;0,819818545;0,893582707;0,048865245;not-signficant;other
Thada;99,76612609;-0,082542698;0,820138025;0,893864463;0,048728328;not-signficant;other
Ubn2;302,9646848;0,07988518;0,820477621;0,894168101;0,048580827;not-signficant;other
2310014L17Rik;22,77253548;-0,149800944;0,820619374;0,894199702;0,048565479;not-signficant;other
Tlx3;4,853923752;-0,287034696;0,820628626;0,894199702;0,048565479;not-signficant;other
Gm7361;5,489586358;0,286434795;0,820701357;0,894208657;0,04856113;not-signficant;other
Taf11;145,023838;-0,075972664;0,820758853;0,894208657;0,04856113;not-signficant;other
Carm1;31,74162411;-0,142347761;0,821053111;0,894445412;0,048446159;not-signficant;other
Tma7;314,2114981;-0,122239074;0,821098203;0,894445412;0,048446159;not-signficant;other
Bloc1s2;107,4696434;-0,131034484;0,821252687;0,894510106;0,048414749;not-signficant;other
Ewsr1;206,8039815;-0,073630947;0,821279643;0,894510106;0,048414749;not-signficant;other
Adal;14,9025157;-0,23758075;0,821377054;0,894549733;0,04839551;not-signficant;other
Pdss1;58,72783136;-0,114091671;0,821633536;0,894696112;0,04832445;not-signficant;other
Syngap1;6,9451298;-0,262873474;0,821625214;0,894696112;0,04832445;not-signficant;other
Zc2hc1c;4,574102299;0,309737778;0,821868708;0,894885717;0,048232424;not-signficant;other
Rab8a;137,281281;-0,084652967;0,821956463;0,894914791;0,048218314;not-signficant;other
Tmem215;5,632842646;-0,283426277;0,822138562;0,895046571;0,048154367;not-signficant;other
Sp100;7,871023254;-0,234354345;0,822236111;0,895086292;0,048135094;not-signficant;other
Npffr2;7,76530022;0,254772322;0,822303488;0,895093163;0,04813176;not-signficant;maternal
Zfp954;67,00373519;0,141282757;0,82237519;0,89510474;0,048126143;not-signficant;major
Arxes2;2,760726759;-0,420688247;0,822657476;0,895157006;0,048100785;not-signficant;other
Foxo1;297,6420113;0,072208281;0,822561196;0,895157006;0,048100785;not-signficant;other
Slc22a13;4,960976024;0,301468447;0,822728557;0,895157006;0,048100785;not-signficant;other
Tmem158;2,144228093;0,426591846;0,822687461;0,895157006;0,048100785;not-signficant;other
Tsen34;29,44794522;-0,118883993;0,822534242;0,895157006;0,048100785;not-signficant;major
Mme;2,106763852;0,466183251;0,823364225;0,895782143;0,047797599;not-signficant;other
Thoc1;434,9974743;-0,090900153;0,823714678;0,896096909;0,047645021;not-signficant;other
Natd1;412,7885469;-0,093690694;0,824056793;0,896402559;0,047496913;not-signficant;other
Rnft2;6,865488678;0,224694607;0,824372689;0,896679644;0,047362689;not-signficant;other
Ado;8,217577903;-0,2063787;0,824495531;0,896746716;0,047330205;not-signficant;other
Cdh17;21,35892344;0,219044877;0,824622587;0,896797483;0,047305619;not-signficant;other
Zfp78;36,15945521;0,11521251;0,824664571;0,896797483;0,047305619;not-signficant;maternal
Gnai3;318,4063919;0,076902027;0,82518846;0,897300626;0,047062029;not-signficant;maternal
Csnk2a1;459,5163243;-0,093910513;0,825380059;0,897375828;0,047025633;not-signficant;other
Nbr1;516,286504;0,086688306;0,825344853;0,897375828;0,047025633;not-signficant;other
Nupl1;191,8178736;0,078102013;0,825616643;0,897566473;0,046933378;not-signficant;other
Gosr1;115,4383859;0,122644509;0,825710121;0,897601524;0,046916419;not-signficant;other
Fam184a;83,5120697;0,089209299;0,82619436;0,898061322;0,046694008;not-signficant;other
08. Mar;65,957585;0,102424167;0,826428671;0,898249404;0,046603062;not-signficant;other
Ppard;55,5450731;0,120968293;0,826498762;0,89825898;0,046598433;not-signficant;other
Slc9a4;6,013248389;-0,221178865;0,826895209;0,898623218;0,046422365;not-signficant;other
Szrd1;40,11346476;0,102386821;0,827117717;0,898798391;0,046337714;not-signficant;other
Cep350;116,1741719;0,082154147;0,827218723;0,898841515;0,046316877;not-signficant;other
Znrd1as;12,30805171;0,16901882;0,827338076;0,898904567;0,046286413;not-signficant;maternal
Gabrb3;8,54789758;-0,231786988;0,827493989;0,89900733;0,046236767;not-signficant;other
Ccdc115;389,335398;-0,070006979;0,827615554;0,899022469;0,046229454;not-signficant;other
Ccdc62;28,46023377;0,156953976;0,827720658;0,899022469;0,046229454;not-signficant;maternal
LOC100502896;20,10648682;-0,138595593;0,82764051;0,899022469;0,046229454;not-signficant;other
Pacrgl;155,8428074;-0,071941611;0,827753257;0,899022469;0,046229454;not-signficant;maternal
Gm16712;2,875209581;0,35640457;0,827864588;0,899070883;0,046206067;not-signficant;other
Smim15;222,3556738;-0,078655473;0,827920507;0,899070883;0,046206067;not-signficant;other
Klhdc9;7,549823256;0,199722998;0,828129431;0,899231143;0,046128661;not-signficant;other
Nlgn2;3,011372163;0,352958932;0,828323863;0,899256517;0,046116406;not-signficant;other
Pfn1;358,8378656;-0,086333365;0,828336846;0,899256517;0,046116406;not-signficant;maternal
Shank2;16,58890877;0,173255248;0,82822698;0,899256517;0,046116406;not-signficant;other
Alpk1;2,617632332;0,411140517;0,828903994;0,899729894;0,04588785;not-signficant;other
Furin;24,94678111;0,127988897;0,828957035;0,899729894;0,04588785;not-signficant;maternal
Gm41;3,283213811;0,292529745;0,828866909;0,899729894;0,04588785;not-signficant;other
Ppp2r5d;350,071745;-0,102511565;0,829090176;0,899807774;0,045850259;not-signficant;other
Ndst2;6,183568738;-0,274828655;0,829166934;0,899824456;0,045842208;not-signficant;other
Plekhb1;92,68954023;0,097205664;0,829405659;0,900016889;0,045749341;not-signficant;other
Sphk1;7,982670008;0,217039456;0,829576045;0,900135145;0,045692282;not-signficant;other
Mad1l1;83,19640956;-0,087127348;0,829922725;0,900444656;0,045542975;not-signficant;maternal
Aldh1a3;1,933794069;0,391450005;0,830056122;0,900456086;0,045537462;not-signficant;other
Crb2;2,830240274;-0,311017853;0,830004503;0,900456086;0,045537462;not-signficant;other
Olfr877;2,082875225;0,428741585;0,830123802;0,900462864;0,045534193;not-signficant;other
Nusap1;290,0451771;0,06886876;0,830366519;0,900659496;0,045439368;not-signficant;maternal
Tagln;2,250934412;-0,368062941;0,830590279;0,900835539;0,045354489;not-signficant;other
Tecpr1;4,969724751;0,301250999;0,830776943;0,900971325;0,045289031;not-signficant;other
Cspg5;3,118845608;-0,371211093;0,830931959;0,901006115;0,045272262;not-signficant;other
Olfr206;3,63589932;0,325534112;0,830875415;0,901006115;0,045272262;not-signficant;other
Adamts7;4,133433659;0,297385755;0,831049152;0,901018719;0,045266186;not-signficant;other
Snrpn;2,281275109;-0,366285108;0,831066583;0,901018719;0,045266186;not-signficant;other
Zfp955a;48,89477181;-0,094184798;0,831127992;0,901018719;0,045266186;not-signficant;maternal
Prkci;200,2489688;0,075545247;0,83125983;0,901095;0,04522942;not-signficant;other
Gcc1;9,935569567;-0,205793217;0,831328264;0,901102543;0,045225784;not-signficant;other
Xlr5a;32,0522593;0,161300362;0,831499044;0,901221014;0,04516869;not-signficant;other
Dnaja3;215,8494015;-0,088226682;0,831651566;0,901319679;0,045121147;not-signficant;other
Ifngr1;24,69594857;0,160301815;0,831966108;0,901593909;0,044989031;not-signficant;other
Cd244;4,468438873;-0,299796383;0,83209601;0,90166802;0,044953333;not-signficant;other
Flnc;4,016602876;0,338789319;0,832293032;0,901814848;0,044882619;not-signficant;other
Sh3pxd2b;2,12305563;0,405666151;0,832415657;0,901881048;0,044850739;not-signficant;other
Seh1l;672,000269;-0,078141279;0,832492549;0,901897693;0,044842724;not-signficant;other
Flt3;3,203646171;0,340610732;0,832627325;0,90197704;0,044804517;not-signficant;other
Bco1;4,480541016;0,290092557;0,833084059;0,902293304;0,044652266;not-signficant;other
Gclm;121,7320426;-0,07411967;0,833008429;0,902293304;0,044652266;not-signficant;other
Zfp518b;34,64301918;-0,150615725;0,833103942;0,902293304;0,044652266;not-signficant;other
Haus4;309,9721035;0,078936422;0,833354919;0,902298449;0,044649789;not-signficant;other
Hyal3;2,402894793;0,341231262;0,83318818;0,902298449;0,044649789;not-signficant;other
Psmd1;343,8595086;0,098077676;0,833354103;0,902298449;0,044649789;not-signficant;maternal
Zswim2;15,02450616;-0,158086851;0,833340555;0,902298449;0,044649789;not-signficant;other
1110001J03Rik;25,81390963;0,135310083;0,833556784;0,902316228;0,044641232;not-signficant;other
Adam22;13,65283497;-0,187760778;0,833617571;0,902316228;0,044641232;not-signficant;other
Gm13939;11,15314936;0,172487051;0,833588183;0,902316228;0,044641232;not-signficant;other
Prpsap2;266,3470546;-0,078044552;0,833509296;0,902316228;0,044641232;not-signficant;other
Fkbp15;85,40067882;-0,084494752;0,834073503;0,902527605;0,044539506;not-signficant;maternal
Lyrm1;63,28726777;-0,142162304;0,833938952;0,902527605;0,044539506;not-signficant;other
Tpp2;174,3826565;0,095669135;0,834086711;0,902527605;0,044539506;not-signficant;other
Usp12;78,52400544;0,082637979;0,834048596;0,902527605;0,044539506;not-signficant;other
Wfdc15a;14,51859572;-0,166586181;0,834120716;0,902527605;0,044539506;not-signficant;other
